angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.01,,"[212, 183, 161, 192]",,0.02,,0.4,,0.39,,0.02,,0.07,,0.1,
0.01,,"[214, 184, 159, 194]",,0.01,,0.46,,0.35,,0.02,,0.09,,0.06,
0.01,,"[214, 184, 158, 194]",,0.01,,0.28,,0.48,,0.02,,0.11,,0.09,
0.0,,"[214, 184, 159, 195]",,0.01,,0.14,,0.74,,0.01,,0.05,,0.04,
0.01,,"[206, 178, 173, 211]",,0.07,,0.19,,0.63,,0.03,,0.04,,0.03,
0.01,,"[204, 178, 177, 212]",,0.02,,0.32,,0.5,,0.05,,0.09,,0.02,
0.02,,"[205, 176, 176, 216]",,0.02,,0.26,,0.54,,0.03,,0.1,,0.02,
0.01,,"[208, 179, 168, 204]",,0.01,,0.23,,0.58,,0.02,,0.12,,0.03,
0.0,,"[209, 169, 175, 217]",,0.0,,0.04,,0.93,,0.01,,0.01,,0.01,
0.02,,"[207, 168, 171, 212]",,0.03,,0.23,,0.51,,0.09,,0.1,,0.02,
0.01,,"[207, 183, 162, 198]",,0.0,,0.31,,0.51,,0.02,,0.12,,0.02,
0.02,,"[205, 174, 170, 211]",,0.01,,0.19,,0.65,,0.04,,0.03,,0.06,
0.03,,"[201, 177, 169, 205]",,0.04,,0.32,,0.17,,0.22,,0.09,,0.13,
0.09,,"[197, 171, 181, 216]",,0.06,,0.18,,0.12,,0.51,,0.03,,0.01,
0.07,,"[202, 174, 171, 210]",,0.1,,0.26,,0.09,,0.25,,0.13,,0.09,
0.2,,"[203, 176, 162, 196]",,0.05,,0.08,,0.35,,0.15,,0.02,,0.15,
0.01,,"[201, 176, 170, 207]",,0.0,,0.0,,0.92,,0.07,,0.0,,0.0,
0.01,,"[200, 176, 170, 206]",,0.0,,0.0,,0.81,,0.17,,0.0,,0.0,
0.01,,"[199, 175, 173, 208]",,0.0,,0.0,,0.88,,0.11,,0.0,,0.0,
0.02,,"[200, 175, 170, 205]",,0.0,,0.0,,0.67,,0.31,,0.01,,0.0,
0.02,,"[200, 175, 169, 204]",,0.0,,0.0,,0.72,,0.25,,0.01,,0.0,
0.0,,"[197, 173, 170, 208]",,0.0,,0.0,,0.92,,0.07,,0.0,,0.0,
0.01,,"[195, 172, 171, 208]",,0.0,,0.0,,0.9,,0.09,,0.0,,0.0,
0.01,,"[198, 170, 167, 204]",,0.0,,0.0,,0.88,,0.1,,0.0,,0.0,
0.01,,"[197, 168, 168, 206]",,0.0,,0.0,,0.85,,0.13,,0.0,,0.0,
0.0,,"[195, 166, 172, 209]",,0.0,,0.0,,0.97,,0.03,,0.0,,0.0,
0.0,,"[195, 166, 170, 207]",,0.0,,0.0,,0.96,,0.04,,0.0,,0.0,
0.0,,"[192, 169, 175, 210]",,0.0,,0.0,,0.91,,0.08,,0.0,,0.0,
0.02,,"[193, 167, 168, 204]",,0.0,,0.01,,0.76,,0.21,,0.01,,0.0,
0.01,,"[193, 165, 168, 205]",,0.0,,0.0,,0.9,,0.09,,0.0,,0.0,
0.02,,"[193, 166, 169, 205]",,0.0,,0.0,,0.77,,0.2,,0.01,,0.0,
0.01,,"[192, 165, 169, 202]",,0.0,,0.0,,0.88,,0.11,,0.0,,0.0,
0.01,,"[192, 164, 169, 205]",,0.0,,0.0,,0.89,,0.1,,0.0,,0.0,
0.01,,"[194, 164, 168, 204]",,0.0,,0.0,,0.93,,0.06,,0.0,,0.0,
0.01,,"[193, 165, 169, 203]",,0.0,,0.0,,0.93,,0.06,,0.0,,0.0,
0.0,,"[194, 164, 167, 203]",,0.0,,0.0,,0.95,,0.04,,0.0,,0.0,
0.01,,"[194, 165, 165, 203]",,0.0,,0.0,,0.91,,0.08,,0.01,,0.0,
0.01,,"[194, 165, 166, 203]",,0.0,,0.0,,0.88,,0.11,,0.0,,0.0,
0.0,,"[194, 164, 165, 203]",,0.0,,0.0,,0.94,,0.05,,0.0,,0.0,
0.01,,"[194, 163, 166, 205]",,0.0,,0.0,,0.84,,0.14,,0.01,,0.0,
0.0,,"[195, 161, 174, 208]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[196, 160, 173, 208]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[196, 160, 173, 208]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[194, 164, 165, 203]",,0.0,,0.0,,0.96,,0.04,,0.0,,0.0,
0.0,,"[194, 164, 165, 204]",,0.0,,0.0,,0.95,,0.05,,0.0,,0.0,
0.0,,"[196, 160, 173, 208]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[196, 160, 173, 208]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[194, 163, 166, 205]",,0.0,,0.0,,0.96,,0.04,,0.0,,0.0,
0.0,,"[195, 163, 165, 205]",,0.0,,0.0,,0.95,,0.04,,0.0,,0.0,
0.0,,"[194, 163, 166, 206]",,0.0,,0.0,,0.97,,0.02,,0.0,,0.0,
0.0,,"[194, 162, 167, 209]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[194, 163, 166, 208]",,0.0,,0.0,,0.97,,0.02,,0.0,,0.0,
0.0,,"[194, 163, 167, 208]",,0.0,,0.0,,0.97,,0.03,,0.0,,0.0,
0.0,,"[194, 162, 167, 210]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[193, 162, 170, 211]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[193, 163, 169, 209]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[192, 163, 169, 206]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[192, 164, 168, 205]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[191, 164, 169, 205]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[190, 164, 170, 205]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[187, 162, 175, 207]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[188, 163, 173, 205]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[187, 162, 174, 207]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[189, 163, 171, 205]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[187, 162, 174, 207]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[187, 161, 174, 207]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[187, 161, 173, 207]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[190, 164, 169, 203]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[189, 164, 170, 203]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[188, 163, 171, 204]",,0.0,,0.0,,0.99,,0.0,,0.0,,0.0,
0.0,,"[190, 164, 169, 202]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[188, 163, 171, 205]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[188, 164, 171, 204]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[188, 164, 171, 203]",,0.0,,0.0,,0.99,,0.0,,0.0,,0.0,
0.0,,"[188, 163, 172, 207]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[189, 164, 171, 204]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[189, 164, 170, 203]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[189, 164, 171, 204]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[190, 164, 170, 204]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[190, 164, 171, 205]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[190, 164, 170, 204]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[191, 163, 169, 204]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[190, 163, 171, 205]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[193, 163, 169, 209]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[193, 162, 170, 209]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[193, 162, 170, 209]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[193, 161, 170, 211]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[194, 162, 169, 210]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[194, 161, 168, 210]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[194, 161, 168, 210]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[195, 161, 167, 210]",,0.0,,0.0,,0.98,,0.01,,0.0,,0.0,
0.0,,"[195, 160, 168, 211]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[195, 160, 168, 209]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[195, 161, 168, 208]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[195, 160, 169, 208]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[195, 160, 169, 207]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[195, 160, 169, 207]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[196, 160, 168, 208]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[195, 159, 169, 209]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[196, 160, 168, 209]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[196, 160, 168, 208]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[196, 160, 168, 208]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[197, 161, 166, 207]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[197, 160, 166, 208]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[197, 162, 164, 204]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[197, 161, 166, 207]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[198, 162, 163, 204]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[197, 162, 166, 206]",,0.0,,0.0,,0.99,,0.0,,0.0,,0.0,
0.0,,"[198, 161, 165, 207]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[198, 162, 165, 206]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[198, 162, 165, 206]",,0.0,,0.0,,0.99,,0.0,,0.0,,0.0,
0.0,,"[198, 162, 165, 205]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[198, 161, 166, 206]",,0.0,,0.0,,0.99,,0.0,,0.0,,0.0,
0.0,,"[198, 162, 165, 205]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[199, 162, 164, 204]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[199, 162, 164, 204]",,0.0,,0.0,,0.99,,0.0,,0.0,,0.0,
0.0,,"[200, 162, 164, 204]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[199, 163, 165, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[200, 163, 164, 203]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[201, 163, 163, 202]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[201, 163, 164, 203]",,0.0,,0.0,,0.99,,0.0,,0.0,,0.0,
0.0,,"[201, 163, 164, 202]",,0.0,,0.0,,0.99,,0.01,,0.0,,0.0,
0.0,,"[202, 163, 163, 203]",,0.0,,0.0,,0.99,,0.0,,0.0,,0.0,
0.0,,"[205, 155, 165, 205]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[202, 163, 163, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[205, 156, 167, 204]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[205, 158, 167, 201]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[204, 158, 166, 200]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[204, 158, 165, 200]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[204, 158, 167, 200]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[204, 157, 167, 201]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[204, 158, 166, 200]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[205, 158, 166, 200]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[203, 159, 166, 199]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[205, 157, 168, 202]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[206, 155, 167, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[205, 156, 167, 202]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[204, 157, 168, 201]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[205, 155, 167, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[205, 155, 167, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[206, 156, 166, 202]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[206, 156, 165, 201]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[201, 161, 163, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[206, 156, 165, 201]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[205, 156, 166, 201]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[206, 156, 165, 200]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[206, 156, 165, 200]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[204, 155, 168, 202]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[206, 156, 165, 200]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[206, 155, 165, 201]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[203, 161, 162, 204]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[203, 162, 161, 202]",,0.0,,0.0,,0.99,,0.0,,0.0,,0.0,
0.0,,"[202, 162, 163, 203]",,0.0,,0.0,,0.99,,0.0,,0.0,,0.0,
0.0,,"[202, 162, 163, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[201, 161, 162, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[201, 160, 162, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[202, 161, 162, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[202, 161, 162, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[202, 161, 162, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[202, 161, 162, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[201, 160, 162, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[201, 161, 162, 202]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[200, 160, 163, 204]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[200, 160, 162, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[200, 161, 162, 202]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[200, 160, 162, 202]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[200, 161, 161, 201]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[200, 162, 161, 200]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[199, 160, 163, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[199, 161, 163, 202]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[199, 161, 163, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[199, 162, 163, 202]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[198, 161, 165, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[198, 160, 167, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[198, 157, 168, 205]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[198, 157, 168, 206]",,0.0,,0.0,,0.99,,0.0,,0.0,,0.0,
0.0,,"[198, 156, 169, 206]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[198, 157, 169, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[198, 156, 169, 205]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[198, 157, 169, 202]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[198, 157, 168, 204]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[198, 157, 166, 204]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[198, 158, 166, 202]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[198, 158, 167, 202]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[198, 158, 166, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[198, 158, 166, 203]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[198, 159, 166, 202]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[198, 159, 166, 201]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[199, 160, 165, 200]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[199, 161, 167, 200]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[200, 161, 167, 200]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[201, 163, 166, 199]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[202, 164, 166, 199]",,0.0,,0.0,,0.99,,0.0,,0.0,,0.0,
0.0,,"[203, 164, 164, 198]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[206, 166, 160, 196]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[207, 168, 159, 196]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[210, 171, 157, 194]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[213, 162, 161, 195]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[215, 173, 154, 193]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[217, 171, 152, 193]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[219, 173, 152, 192]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[222, 177, 157, 189]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[225, 179, 156, 188]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[228, 183, 151, 184]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[228, 181, 158, 190]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[234, 180, 152, 188]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[237, 182, 151, 188]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[238, 181, 154, 190]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[239, 184, 159, 191]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[242, 188, 153, 187]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[246, 189, 151, 188]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[246, 189, 152, 187]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[247, 190, 152, 187]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[248, 189, 151, 188]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[248, 191, 152, 187]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[249, 192, 152, 189]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[249, 192, 151, 189]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[249, 192, 151, 187]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[249, 193, 151, 186]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[248, 193, 152, 187]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[249, 192, 151, 188]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[248, 192, 154, 191]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[249, 192, 151, 188]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[249, 192, 151, 187]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[249, 192, 150, 186]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[248, 191, 150, 186]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[247, 187, 153, 193]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[248, 192, 150, 187]",,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,
0.0,,"[246, 192, 153, 189]",,0.0,,0.0,,0.98,,0.02,,0.0,,0.0,
0.0,,"[246, 192, 150, 189]",,0.0,,0.0,,0.94,,0.05,,0.0,,0.0,
0.01,,"[245, 192, 151, 190]",,0.0,,0.01,,0.84,,0.13,,0.01,,0.01,
0.01,,"[245, 192, 151, 190]",,0.0,,0.01,,0.79,,0.17,,0.01,,0.01,
0.01,,"[245, 187, 154, 194]",,0.0,,0.0,,0.75,,0.23,,0.01,,0.0,
0.01,,"[244, 188, 152, 192]",,0.0,,0.0,,0.78,,0.2,,0.01,,0.0,
0.03,,"[245, 194, 150, 183]",,0.0,,0.02,,0.6,,0.31,,0.04,,0.0,
0.05,,"[245, 195, 150, 182]",,0.0,,0.03,,0.48,,0.38,,0.06,,0.0,
0.01,,"[244, 194, 150, 182]",,0.0,,0.01,,0.77,,0.19,,0.02,,0.0,
0.01,,"[244, 193, 147, 182]",,0.0,,0.0,,0.85,,0.13,,0.01,,0.0,
0.01,,"[243, 186, 152, 192]",,0.0,,0.0,,0.8,,0.19,,0.01,,0.0,
0.01,,"[243, 187, 151, 189]",,0.0,,0.0,,0.8,,0.18,,0.01,,0.0,
0.02,,"[242, 193, 151, 184]",,0.0,,0.02,,0.81,,0.14,,0.01,,0.0,
0.0,,"[243, 187, 149, 185]",,0.0,,0.0,,0.89,,0.11,,0.0,,0.0,
0.0,,"[241, 188, 149, 184]",,0.0,,0.0,,0.85,,0.13,,0.01,,0.0,
0.01,,"[240, 186, 150, 186]",,0.0,,0.0,,0.82,,0.17,,0.01,,0.0,
0.0,,"[239, 185, 150, 187]",,0.0,,0.0,,0.85,,0.13,,0.01,,0.0,
0.01,,"[238, 185, 150, 187]",,0.0,,0.0,,0.81,,0.17,,0.01,,0.0,
0.01,,"[236, 185, 151, 188]",,0.0,,0.01,,0.75,,0.21,,0.02,,0.0,
0.01,,"[236, 183, 149, 189]",,0.0,,0.0,,0.83,,0.16,,0.01,,0.0,
0.01,,"[234, 183, 150, 188]",,0.0,,0.0,,0.81,,0.16,,0.01,,0.0,
0.0,,"[232, 186, 149, 185]",,0.0,,0.0,,0.84,,0.15,,0.01,,0.0,
0.04,,"[228, 191, 145, 182]",,0.0,,0.02,,0.6,,0.31,,0.03,,0.01,
0.03,,"[226, 189, 146, 184]",,0.0,,0.02,,0.63,,0.29,,0.03,,0.01,
0.02,,"[225, 186, 152, 188]",,0.0,,0.01,,0.69,,0.25,,0.02,,0.0,
0.02,,"[222, 189, 152, 183]",,0.0,,0.03,,0.68,,0.23,,0.03,,0.0,
0.02,,"[220, 186, 155, 188]",,0.0,,0.02,,0.64,,0.29,,0.02,,0.01,
0.02,,"[219, 181, 151, 191]",,0.0,,0.01,,0.66,,0.29,,0.02,,0.0,
0.01,,"[217, 181, 152, 188]",,0.0,,0.01,,0.71,,0.25,,0.02,,0.0,
0.02,,"[214, 180, 156, 195]",,0.0,,0.02,,0.57,,0.36,,0.03,,0.0,
0.02,,"[211, 180, 159, 196]",,0.0,,0.01,,0.58,,0.36,,0.02,,0.0,
0.01,,"[211, 180, 158, 195]",,0.0,,0.02,,0.57,,0.36,,0.03,,0.0,
0.02,,"[210, 180, 157, 194]",,0.0,,0.02,,0.57,,0.34,,0.04,,0.0,
0.03,,"[208, 180, 158, 194]",,0.0,,0.03,,0.48,,0.41,,0.05,,0.0,
0.01,,"[207, 177, 160, 201]",,0.0,,0.01,,0.45,,0.52,,0.01,,0.0,
0.01,,"[206, 176, 161, 203]",,0.0,,0.01,,0.4,,0.56,,0.01,,0.0,
0.01,,"[206, 175, 160, 203]",,0.0,,0.01,,0.54,,0.43,,0.01,,0.0,
0.01,,"[206, 175, 161, 204]",,0.0,,0.01,,0.49,,0.46,,0.02,,0.0,
0.01,,"[207, 176, 160, 202]",,0.0,,0.01,,0.57,,0.4,,0.01,,0.0,
0.02,,"[206, 178, 160, 199]",,0.0,,0.02,,0.43,,0.5,,0.03,,0.0,
0.01,,"[205, 176, 163, 204]",,0.0,,0.01,,0.42,,0.54,,0.02,,0.0,
0.01,,"[206, 176, 161, 204]",,0.0,,0.01,,0.46,,0.5,,0.01,,0.0,
0.01,,"[207, 176, 160, 202]",,0.0,,0.01,,0.58,,0.38,,0.01,,0.0,
0.01,,"[207, 176, 160, 203]",,0.0,,0.01,,0.6,,0.36,,0.02,,0.0,
0.01,,"[207, 176, 160, 203]",,0.0,,0.01,,0.54,,0.42,,0.02,,0.0,
0.01,,"[206, 176, 162, 204]",,0.0,,0.01,,0.53,,0.44,,0.01,,0.0,
0.02,,"[207, 179, 159, 198]",,0.0,,0.03,,0.47,,0.42,,0.05,,0.0,
0.03,,"[208, 180, 157, 195]",,0.0,,0.02,,0.51,,0.4,,0.04,,0.0,
0.03,,"[208, 179, 158, 196]",,0.0,,0.02,,0.49,,0.42,,0.04,,0.0,
0.02,,"[208, 179, 157, 196]",,0.0,,0.02,,0.57,,0.35,,0.04,,0.0,
